,countryCode,countryName,createDate,data,elevation,latitude,longitude,measuredDate,mosquitohabitatmapperAbdomenCloseupPhotoUrls,mosquitohabitatmapperBreedingGroundEliminated,mosquitohabitatmapperComments,mosquitohabitatmapperDataSource,mosquitohabitatmapperExtraData,mosquitohabitatmapperGenus,mosquitohabitatmapperLarvaFullBodyPhotoUrls,mosquitohabitatmapperLarvaeCount,mosquitohabitatmapperLastIdentifyStage,mosquitohabitatmapperMeasuredAt,mosquitohabitatmapperMeasurementElevation,mosquitohabitatmapperMeasurementLatitude,mosquitohabitatmapperMeasurementLongitude,mosquitohabitatmapperMosquitoAdults,mosquitohabitatmapperMosquitoEggCount,mosquitohabitatmapperMosquitoEggs,mosquitohabitatmapperMosquitoHabitatMapperId,mosquitohabitatmapperMosquitoPupae,mosquitohabitatmapperSpecies,mosquitohabitatmapperUserid,mosquitohabitatmapperWaterSource,mosquitohabitatmapperWaterSourcePhotoUrls,mosquitohabitatmapperWaterSourceType,organizationId,organizationName,pid,protocol,publishDate,siteId,siteName,updateDate
6,,,2020-07-05T18:15:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-05T15:42:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67152678, 'mosquitohabitatmapperLarvaeCount': '2', 'mosquitohabitatmapperMosquitoEggs': False, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': 'Anopheles', 'mosquitohabitatmapperWaterSource': 'puddle or still water next to a creek, stream or river', 'mosquitohabitatmapperMosquitoAdults': False, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/05/1737195/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': 'https://data.globe.gov/system/photos/2020/07/05/1737196/original.jpg; https://data.globe.gov/system/photos/2020/07/05/1737197/original.jpg', 'mosquitohabitatmapperMeasurementLatitude': 38.3326, 'mosquitohabitatmapperLastIdentifyStage': 'identify-no-siphon', 'mosquitohabitatmapperWaterSourceType': 'flowing: still water found next to river or stream', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24230, 'mosquitohabitatmapperMeasurementLongitude': -82.9628}",202.1,38.332216,-82.963302,2020-07-05,,True,,GLOBE Observer App,,Anopheles,https://data.globe.gov/system/photos/2020/07/05/1737196/original.jpg; https://data.globe.gov/system/photos/2020/07/05/1737197/original.jpg,2,identify-no-siphon,2020-07-05T15:42:00,0,38.3326,-82.9628,False,,False,24230,False,,67152678,"puddle or still water next to a creek, stream or river",https://data.globe.gov/system/photos/2020/07/05/1737195/original.jpg,flowing: still water found next to river or stream,17043304,United States of America Citizen Science,163765018,mosquito_habitat_mapper,2020-07-18T21:00:08,203726,17SLC284445,2020-07-06T00:25:26
7,,,2020-06-17T22:35:08,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-17T22:23:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67152678, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'jar', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'Trap 3, still no larvae, but just some larger dead bugs', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/17/1695007/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 37.9504, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23321, 'mosquitohabitatmapperMeasurementLongitude': -84.4833}",298.2,37.94951,-84.483624,2020-06-17,,True,"Trap 3, still no larvae, but just some larger dead bugs",GLOBE Observer App,,,,,identify,2020-06-17T22:23:00,0,37.9504,-84.4833,,,,23321,False,,67152678,jar,https://data.globe.gov/system/photos/2020/06/17/1695007/original.jpg,container: artificial,17043304,United States of America Citizen Science,163691013,mosquito_habitat_mapper,2020-07-18T21:00:08,203727,16SGH211032,2020-06-18T15:35:20
8,,,2020-06-17T22:35:08,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-17T22:30:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67152678, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'jar', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'Trap 4, still no larvae', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/17/1695008/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 37.9502, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23322, 'mosquitohabitatmapperMeasurementLongitude': -84.4835}",298.2,37.94951,-84.483624,2020-06-17,,True,"Trap 4, still no larvae",GLOBE Observer App,,,,,identify,2020-06-17T22:30:00,0,37.9502,-84.4835,,,,23322,False,,67152678,jar,https://data.globe.gov/system/photos/2020/06/17/1695008/original.jpg,container: artificial,17043304,United States of America Citizen Science,163691013,mosquito_habitat_mapper,2020-07-18T21:00:08,203727,16SGH211032,2020-06-18T15:35:20
9,,,2020-06-17T22:35:08,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-17T22:06:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67152678, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'jar', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'Trap 1, no larvae, but lots of mold', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/17/1695005/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 37.9503, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23319, 'mosquitohabitatmapperMeasurementLongitude': -84.4832}",298.2,37.94951,-84.483624,2020-06-17,,False,"Trap 1, no larvae, but lots of mold",GLOBE Observer App,,,,,identify,2020-06-17T22:06:00,0,37.9503,-84.4832,,,,23319,False,,67152678,jar,https://data.globe.gov/system/photos/2020/06/17/1695005/original.jpg,container: artificial,17043304,United States of America Citizen Science,163691013,mosquito_habitat_mapper,2020-07-18T21:00:08,203727,16SGH211032,2020-06-18T15:35:20
10,,,2020-06-17T22:35:10,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-17T22:13:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67152678, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'jar', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'Trap 2, no larvae', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/17/1695006/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 37.9505, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23320, 'mosquitohabitatmapperMeasurementLongitude': -84.4833}",301.1,37.950411,-84.483593,2020-06-17,,False,"Trap 2, no larvae",GLOBE Observer App,,,,,identify,2020-06-17T22:13:00,0,37.9505,-84.4833,,,,23320,False,,67152678,jar,https://data.globe.gov/system/photos/2020/06/17/1695006/original.jpg,container: artificial,17043304,United States of America Citizen Science,163691015,mosquito_habitat_mapper,2020-07-18T21:00:08,203728,16SGH211033,2020-06-18T15:35:17
11,,,2020-06-17T22:35:10,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-17T22:31:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67152678, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'jar', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'Trap 5, still no larvae', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/17/1695009/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 37.9505, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23323, 'mosquitohabitatmapperMeasurementLongitude': -84.4833}",301.1,37.950411,-84.483593,2020-06-17,,True,"Trap 5, still no larvae",GLOBE Observer App,,,,,identify,2020-06-17T22:31:00,0,37.9505,-84.4833,,,,23323,False,,67152678,jar,https://data.globe.gov/system/photos/2020/06/17/1695009/original.jpg,container: artificial,17043304,United States of America Citizen Science,163691015,mosquito_habitat_mapper,2020-07-18T21:00:08,203728,16SGH211033,2020-06-18T15:35:17
12,,,2020-07-07T14:50:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-07T14:45:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67152678, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': False, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'pond', 'mosquitohabitatmapperMosquitoAdults': False, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/07/1741439/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 37.9551, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'still: lake/pond/swamp', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24324, 'mosquitohabitatmapperMeasurementLongitude': -84.4886}",287.8,37.955034,-84.489125,2020-07-07,,True,,GLOBE Observer App,,,,0,identify,2020-07-07T14:45:00,0,37.9551,-84.4886,False,,False,24324,False,,67152678,pond,https://data.globe.gov/system/photos/2020/07/07/1741439/original.jpg,still: lake/pond/swamp,17043304,United States of America Citizen Science,163771668,mosquito_habitat_mapper,2020-07-18T21:00:08,207668,16SGH206038,2020-07-07T15:50:11
13,,,2020-07-07T18:45:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-07T15:22:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67152678, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ditch', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/07/1742070/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 37.9602, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'still: lake/pond/swamp', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24368, 'mosquitohabitatmapperMeasurementLongitude': -84.5006}",284.1,37.959803,-84.501482,2020-07-07,,True,,GLOBE Observer App,,,,,identify,2020-07-07T15:22:00,0,37.9602,-84.5006,,,,24368,False,,67152678,ditch,https://data.globe.gov/system/photos/2020/07/07/1742070/original.jpg,still: lake/pond/swamp,17043304,United States of America Citizen Science,163772844,mosquito_habitat_mapper,2020-07-18T21:00:08,207738,16SGH195043,2020-07-07T19:15:12
14,,,2020-07-22T01:25:07,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-13T13:34:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67152678, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': False, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'puddle or still water next to a creek, stream or river', 'mosquitohabitatmapperMosquitoAdults': False, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/13/1782516/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 37.9504, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'flowing: still water found next to river or stream', 'mosquitohabitatmapperMosquitoHabitatMapperId': 25000, 'mosquitohabitatmapperMeasurementLongitude': -84.5001}",280.0,37.949874,-84.50068,2020-07-13,,True,,GLOBE Observer App,,,,0,identify,2020-07-13T13:34:00,0,37.9504,-84.5001,False,,False,25000,False,,67152678,"puddle or still water next to a creek, stream or river",https://data.globe.gov/system/photos/2020/07/13/1782516/original.jpg,flowing: still water found next to river or stream,17043304,United States of America Citizen Science,163825524,mosquito_habitat_mapper,2020-07-22T12:50:00,210142,16SGH196032,2020-07-22T12:45:21
0,,,2020-06-22T21:20:02,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-19T22:15:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67436475, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'pond', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/19/1706617/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 33.81, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'still: lake/pond/swamp', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23593, 'mosquitohabitatmapperMeasurementLongitude': -118.0853}",7.5,33.809825,-118.085838,2020-06-19,,False,,GLOBE Observer App,,,,,identify,2020-06-19T22:15:00,0,33.81,-118.0853,,,,23593,False,,67436475,pond,https://data.globe.gov/system/photos/2020/06/19/1706617/original.jpg,still: lake/pond/swamp,17043304,United States of America Citizen Science,163712076,mosquito_habitat_mapper,2020-07-18T21:00:08,204686,11SLT995416,2020-06-25T16:05:12
1,,,2020-06-22T21:20:02,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-19T22:21:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67436475, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ditch', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/19/1706620/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 33.8099, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'still: lake/pond/swamp', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23596, 'mosquitohabitatmapperMeasurementLongitude': -118.0852}",7.5,33.809825,-118.085838,2020-06-19,,False,,GLOBE Observer App,,,,,identify,2020-06-19T22:21:00,0,33.8099,-118.0852,,,,23596,False,,67436475,ditch,https://data.globe.gov/system/photos/2020/06/19/1706620/original.jpg,still: lake/pond/swamp,17043304,United States of America Citizen Science,163712076,mosquito_habitat_mapper,2020-07-18T21:00:08,204686,11SLT995416,2020-06-25T16:05:12
2,,,2020-06-22T21:20:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-19T22:13:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67436475, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'pond', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/19/1706616/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 33.8101, 'mosquitohabitatmapperLastIdentifyStage': 'identify-later', 'mosquitohabitatmapperWaterSourceType': 'still: lake/pond/swamp', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23592, 'mosquitohabitatmapperMeasurementLongitude': -118.0857}",7.5,33.809825,-118.085838,2020-06-19,,True,,GLOBE Observer App,,,,,identify-later,2020-06-19T22:13:00,0,33.8101,-118.0857,,,,23592,False,,67436475,pond,https://data.globe.gov/system/photos/2020/06/19/1706616/original.jpg,still: lake/pond/swamp,17043304,United States of America Citizen Science,163712076,mosquito_habitat_mapper,2020-07-18T21:00:08,204686,11SLT995416,2020-06-25T16:05:12
3,,,2020-06-22T21:20:02,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-19T22:20:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67436475, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'pond', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/19/1706619/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 33.8099, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'still: lake/pond/swamp', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23595, 'mosquitohabitatmapperMeasurementLongitude': -118.0852}",7.5,33.809825,-118.085838,2020-06-19,,False,,GLOBE Observer App,,,,,identify,2020-06-19T22:20:00,0,33.8099,-118.0852,,,,23595,False,,67436475,pond,https://data.globe.gov/system/photos/2020/06/19/1706619/original.jpg,still: lake/pond/swamp,17043304,United States of America Citizen Science,163712076,mosquito_habitat_mapper,2020-07-18T21:00:08,204686,11SLT995416,2020-06-25T16:05:12
4,,,2020-06-22T21:20:02,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-19T22:16:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67436475, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'plant husk (areca, coconut etc)', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/19/1706618/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 33.8099, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: natural', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23594, 'mosquitohabitatmapperMeasurementLongitude': -118.0852}",7.5,33.809825,-118.085838,2020-06-19,,False,,GLOBE Observer App,,,,,identify,2020-06-19T22:16:00,0,33.8099,-118.0852,,,,23594,False,,67436475,"plant husk (areca, coconut etc)",https://data.globe.gov/system/photos/2020/06/19/1706618/original.jpg,container: natural,17043304,United States of America Citizen Science,163712076,mosquito_habitat_mapper,2020-07-18T21:00:08,204686,11SLT995416,2020-06-25T16:05:12
5,,,2020-06-22T21:20:02,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-19T22:40:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67436475, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ditch', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/19/1706623/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 33.8099, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'still: lake/pond/swamp', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23599, 'mosquitohabitatmapperMeasurementLongitude': -118.0852}",7.5,33.809825,-118.085838,2020-06-19,,False,,GLOBE Observer App,,,,,identify,2020-06-19T22:40:00,0,33.8099,-118.0852,,,,23599,False,,67436475,ditch,https://data.globe.gov/system/photos/2020/06/19/1706623/original.jpg,still: lake/pond/swamp,17043304,United States of America Citizen Science,163712076,mosquito_habitat_mapper,2020-07-18T21:00:08,204686,11SLT995416,2020-06-25T16:05:12
